event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_best
RUS31202,"01 February 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,Moscow,Severo-Vostochnyy,,"Moscow - North-Eastern",55.8524,37.6304,1,Activatica,Other,"On 1 February 2025, people protested and filmed a video addressed to Vladimir Putin in in Moscow - North-Eastern (Moscow). They demanded the preservation of the 'Formula Vody' sports complex as it became a historical value to locals.",0,"crowd size=no report",1739305040,14788
RUS30808,"26 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,Novosibirsk,Novosibirsk,,Novosibirsk,55.0415,82.9346,1,Activatica,Other,"On 26 January 2025, on 2 separate occasions locals protested in front of the Globus theater in Novosibirsk (Novosibirsk). The first group of protesters demanded to raise the minimal salary level for teachers, health workers and policemen and set it as 7 times the country-wide legal minimal salary level. The second group of protesters demanded the regulation of the gas prices and proposed to set the maximum allowed gas price at 1/500th of the legal minimal salary level per liter. Both protests were organized by the same public figures.",0,"crowd size=no report",1738712871,16087
RUS30809,"26 January 2025",2025,2,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,Rostov,Semikarakorskiy,,Semikarakorsk,47.5177,40.8115,1,Activatica,Other,"Around 26 January 2025 (as reported), locals protested in Semikarakorsk (Semikarakorskiy, Rostov). Residents complained about the fuel oil dump that was suspectedly organized in the area by the same Black Sea oil spill relief workers, who were previously 'carelessly' dumping oil fuel tainted sand in Voskresenskiy, Anapa. Following the previous week's protests in Voskresenskiy (coded separately), Krasnodar government prohibited the workers from dumping the polluted sand near Anapa, and, according to the protesters, the workers started dumping the sand in Semikarakorsk. The acting Governor in the Region came to the site of the protest and promised the residents to 'stop the dump'.",0,"crowd size=no report",1738712871,1997
UKR206137,"26 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Dnipropetrovsk,Dniprovskyi,Dniprovska,Dnipro,48.4593,35.0386,1,"Suspilne Media",National,"On 26 January 2025, demonstrators held a peaceful protest in Dnipro, Dnipropetrovsk, demanding demobilization of servicemen after 18 months of service.",0,"crowd size=no report",1738712945,5302
UKR206138,"26 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Kirovohrad,Kropyvnytskyi,Kropyvnytska,Kropyvnytskyi,48.5153,32.2545,1,"Suspilne Media",National,"On 26 January 2025, 70 demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Kropyvnytskyi, Kirovohrad, demanding prisoner exchanges be intensified.",0,"crowd size= 70",1738712945,13319
UKR206139,"26 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,"Kyiv City",Kyiv,,Kyiv,50.4496,30.5224,1,"Suspilne Media",National,"On 26 January 2025, demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Kyiv, demanding prisoner exchanges be intensified.",0,"crowd size=no report",1738712945,7103
UKR206140,"26 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Odesa,Odeskyi,Odeska,Odesa,46.4639,30.7386,1,"Suspilne Media",National,"On 26 January 2025, more than 60 demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Odesa, demanding prisoner exchanges be intensified.",0,"crowd size=more than 100",1738712945,21695
RUS30806,"25 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,"Moscow Oblast",Khimki,,Khimki,55.8951,37.4373,1,Activatica,Other,"On 25 January 2025, residents protested in Khimki (Moscow Oblast). Locals attempted to stop the construction in the local park, that, according to the protesters was happening illegally, without any permits.",0,"crowd size=no report",1738712871,9938
RUS30807,"25 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","Students (Russia)",Protesters,,,,"Protesters only",,643,Europe,Russia,Penza,Penza,,Penza,53.2007,45.0046,1,Activatica,Other,"On 25 January 2025, students protested in a series of one-man protests in Penza (Penza). People spoke out against the paid education, for increasing tuition payments, and for discounted public transportation travel for school and university students.",0,"crowd size=no report",1738712871,12067
RUS30378,"24 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,Smolensk,Smolensk,,Smolensk,54.7818,32.0401,1,KPRF,Other,"On 24 January 2025, people protested at a rally organized by the Communist Party of Russia in Smolensk (Smolensk). Locals spoke out against the rising utility rates and tariffs.",0,"crowd size=no report",1738102180,10000
RUS30379,"24 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",Protesters,,,,"Protesters only",,643,Europe,Russia,Novosibirsk,Novosibirsk,,Novosibirsk,55.0415,82.9346,1,KPRF,Other,"On 24 January 2025, people protested at a rally organized by the Communist Party of Russia in Novosibirsk (Novosibirsk). Protesters demanded nationalization of the local utility companies.",0,"crowd size=no report",1738102180,16087
UKR204433,"22 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,"Kyiv City",Kyiv,,Kyiv,50.4496,30.5224,1,"Suspilne Media",National,"On 22 January 2025, demonstrators held a peaceful protest in Kyiv, Kyiv, demanding exchanges of prisoners captured by Russia be intensified.",0,"crowd size=no report",1738102187,7103
RUS30377,"21 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","Refugees/IDPs (Russia)",Protesters,,,,"Protesters only",,643,Europe,Russia,Kursk,Kursk,,Kursk,51.7373,36.1873,1,"Activatica; MediaZone",Other-National,"On 21 January 2025, tens of residents of the Bolshesoldatskiy and Glushkovskiy districts protested and filmed a video addressed to the acting Governor in front of the regional administration building in Kursk (Kursk). Internally displaced persons demanded governmental response to their complaints and demands. Residents of the war-affected areas of the Kursk region have been sporadically taking to the streets to protest the 'inadequate' governmental financial support. The most recent IDPs protest happened on 18 January (coded separately). Local human rights ombudsman came out to talk with the people and proposed to organize a public meeting with other local administrators.",0,"crowd size=tens",1738102180,12871
RUS30376,"20 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,Novosibirsk,Novosibirsk,,Novosibirsk,55.0415,82.9346,1,Activatica,Other,"On 20 January 2025, more than 30 real estate equity holders protested next to the Globus theater in Novosibirsk (Novosibirsk). Residents who bought shares in a prospective real estate project stated that they have been defrauded by the developers, who disappeared after collecting the money.",0,"crowd size=more than 30",1738102180,16087
RUS30344,"19 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,"Moscow Oblast",Domodedovo,,"Eloviy Bor",55.3508,37.6875,2,Activatica,Other,"On 19 January 2025, residents of adjacent Turgenevo, Ivanovka and Eloviy Bor villages protested and filmed a video addressed to Vladimir Putin in one of three settlements (coded as Eloviy Bor (Domodedovo, Moscow Oblast)). Residents spoke out against the construction of the 'logistical complex' on the territory of the local agricultural fields and pastures. Protests against the construction of the complex sporadically break out in the Domodedovo district.",0,"crowd size=no report",1738102180,
RUS30345,"19 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,Moscow,Severo-Zapadnyy,,"Moscow - North-Western",55.8246,37.434,1,Activatica,Other,"On 19 January 2025, residents of several micro districts of Moscow protested and filmed a video for media in Moscow - North-Western. Locals spoke out against the construction of the toll road through the Moskva river beaches in the area.",0,"crowd size=no report",1738102180,10683
UKR204496,"19 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Cherkasy,Cherkaskyi,Cherkaska,Cherkasy,49.4285,32.0621,1,"Suspilne Media",National,"On 19 January 2025, more than 100 demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Cherkasy, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= more than 100",1738102188,6701
UKR204497,"19 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Ivano-Frankivsk,Ivano-Frankivskyi,Ivano-Frankivska,Ivano-Frankivsk,48.9215,24.7097,1,"Suspilne Media",National,"On 19 January 2025, more than 100 demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Ivano-Frankivsk, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= more than 100",1738102188,9068
UKR204498,"19 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Kirovohrad,Kropyvnytskyi,Kropyvnytska,Kropyvnytskyi,48.5153,32.2545,1,"Suspilne Media",National,"On 19 January 2025, 62 demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Kropyvnytskyi, Kirovohrad, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= 62",1738102188,13319
UKR204499,"19 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,"Kyiv City",Kyiv,,"Kyiv - Holosiivskyi",50.3273,30.5678,1,"24 Channel; Suspilne Media",National,"On 19 January 2025, around 100 demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Kyiv - Holosiivskyi, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= around 100",1738102188,7007
UKR204500,"19 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Mykolaiv,Mykolaivskyi,Mykolaivska,Mykolaiv,46.9672,32.0183,1,"Suspilne Media",National,"On 19 January 2025, 225 demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Mykolaiv, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= 225",1738102188,9019
UKR204501,"19 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Ukraine)",,Protesters,,,,"Protesters only",,804,Europe,Ukraine,Zakarpattia,Uzhhorodskyi,Uzhhorodska,Uzhhorod,48.6167,22.3,1,"Suspilne Media",National,"On 19 January 2025, 20 demonstrators held a peaceful protest 'Don't be silent! Captivity kills!' in Uzhhorod, Zakarpattia, demanding to intensify the process of Mariupol's prisoners exchange.",0,"crowd size= 20",1738102188,6371
RUS30338,"18 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)","Refugees/IDPs (Russia)",Protesters,,,,"Protesters only",,643,Europe,Russia,Kursk,Kursk,,Kursk,51.7373,36.1873,1,Activatica,Other,"On 18 January 2025, around 50 internally displaced persons protested in front of the regional administration building in Kursk (Kursk). Residents of the war-affected districts of Kursk complained about the variety of issues regarding the government aid. People called the monetary compensations inadequate, demanded new housing certificates and reimbursements for the cost of the personal vehicles that people had to leave in the war zone. Acting Governor of Kursk attended the protest to negotiate with the residents.",0,"crowd size=around 50",1738102180,12871
RUS30340,"18 January 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Russia)",,Protesters,,,,"Protesters only",,643,Europe,Russia,Krasnodar,Anapa,,Voskresenskiy,44.9654,37.3227,1,"Activatica; Caucasian Knot",Other-Subnational,"On 18 January 2025, residents protested and filmed 2 videos for media in Voskresenskiy village, part of Anapa municipality (Krasnodar). Locals complained about the unofficial fuel oil residue dump that the emergency service workers that liquidate the Black Sea oil spill organized in the neighborhood. Residents stated that the spontaneous dump was organized without any safety and ecological precautions that should be in place when dealing with oil products. Following the protests, local officials prohibited the workers from dumping fuel in the area.",0,"crowd size=no report",1738102180,1517
